Class,Concentration,Sensor1_DR,Sensor1_ADR,Sensor1_P_EMA,Sensor2_M_EMA,Sensor2_DR,Sensor2_ADR,Sensor2_P_EMA,Sensor2_M_EMA,Sensor3_DR,Sensor3_ADR,Sensor3_P_EMA,Sensor3_M_EMA,Sensor4_DR,Sensor4_ADR,Sensor4_P_EMA,Sensor4_M_EMA,Sensor5_DR,Sensor5_ADR,Sensor5_P_EMA,Sensor5_M_EMA,Sensor6_DR,Sensor6_ADR,Sensor6_P_EMA,Sensor6_M_EMA,Sensor7_DR,Sensor7_ADR,Sensor7_P_EMA,Sensor7_M_EMA,Sensor8_DR,Sensor8_ADR,Sensor8_P_EMA,Sensor8_M_EMA,Sensor9_DR,Sensor9_ADR,Sensor9_P_EMA,Sensor9_M_EMA,Sensor10_DR,Sensor10_ADR,Sensor10_P_EMA,Sensor10_M_EMA,Sensor11_DR,Sensor11_ADR,Sensor11_P_EMA,Sensor11_M_EMA,Sensor12_DR,Sensor12_ADR,Sensor12_P_EMA,Sensor12_M_EMA,Sensor13_DR,Sensor13_ADR,Sensor13_P_EMA,Sensor13_M_EMA,Sensor14_DR,Sensor14_ADR,Sensor14_P_EMA,Sensor14_M_EMA,Sensor15_DR,Sensor15_ADR,Sensor15_P_EMA,Sensor15_M_EMA,Sensor16_DR,Sensor16_ADR,Sensor16_P_EMA,Sensor16_M_EMA
1,125,109204.3457,6.96522,38.538715,-25.223751,95740.0371,6.265968,35.936218,-20.948851,15168.368,9.794566,5.199012,-4.858446,14304.6115,9.250915,4.890093,-4.494231,3946.4106,4.671558,1.784749,-1.718381,4529.8408,4.880766,2.082753,-1.976868,17172.2424,13.694231,6.937121,-7.203112,17741.0841,13.299646,7.212518,-7.910813,86435.0039,6.20377,31.388884,-18.987374,93174.5859,5.722485,32.62983,-20.982515,16826.9491,9.884024,5.831839,-5.27117,12307.284,11.033379,4.18748,-4.162171,4708.739,4.878268,2.231087,-2.119545,5218.0486,5.081166,2.513326,-2.300026,19664.4195,15.010573,8.157162,-8.639103,16653.0635,15.227272,7.198007,-7.285749
1,150,121752.2285,7.476493,53.138658,-28.221099,105341.4609,6.5151,48.64071,-23.00388,17275.7124,9.627744,6.346759,-5.751228,16224.7434,9.148632,5.897242,-5.323392,4461.2647,4.977697,2.384929,-2.040922,5081.01,5.131181,2.789925,-2.29126,19601.0525,12.923785,8.955704,-8.591111,20183.5378,12.599882,9.098121,-8.904153,95436.3906,6.494348,44.741238,-21.798637,104016.0507,6.166595,47.275563,-23.411113,19178.024,9.777467,7.257911,-6.274648,14024.8575,10.815939,5.260895,-4.868061,5257.0613,5.076001,3.297999,-2.455043,5806.3673,5.260498,3.807448,-2.68042,22525.7897,14.040067,10.738707,-10.460355,18991.9392,13.967219,9.883455,-8.830666
1,175,133413.5254,8.251355,47.346097,-30.380374,114313.9277,6.921594,43.573229,-25.090665,19487.6377,10.332876,6.963993,-6.980591,18197.4051,9.841541,6.866318,-6.445542,4963.3523,5.362625,2.637303,-2.356341,5639.3381,5.555465,3.215162,-2.71374,22096.2241,13.766572,10.009889,-10.238527,22683.7869,13.520372,10.311879,-10.698649,103686.3672,6.902123,37.029353,-22.680768,114130.2441,6.776597,38.728274,-25.193256,21576.0345,10.545686,7.75198,-7.660999,15800.9526,11.553519,5.682387,-5.847329,5822.934,5.46655,3.865198,-2.927083,6405.5525,5.604076,4.228135,-3.097625,25419.4617,15.077951,11.169274,-12.238691,21431.9983,14.821664,10.19866,-10.037031
1,200,144518.1328,9.042535,49.67069,-33.105392,122974.0332,7.398837,45.862744,-26.468489,21257.2117,11.392664,7.20431,-7.686203,19843.6472,10.903249,7.112102,-7.109447,5349.0417,5.726785,2.787276,-2.618048,6094.0696,5.968124,3.427405,-2.984197,24070.1364,15.170378,10.391119,-11.394442,24828.657,15.053424,10.693385,-11.867175,111576.9766,7.34502,39.17234,-24.167496,123567.8574,7.400494,41.581405,-27.09869,23593.0163,11.761218,8.018923,-8.392129,17201.5131,12.649374,5.865733,-6.398658,6290.5831,5.869497,4.066968,-3.209072,6865.9472,5.97878,4.463439,-3.436674,27945.419,16.972171,11.966913,-14.173696,23380.97,16.4407,11.022651,-11.679488
1,225,154326.8574,9.303964,58.698113,-39.925192,130952.789,7.785962,52.217333,-33.203101,22874.2805,12.296525,7.785101,-8.532211,21228.4529,11.54618,7.537963,-7.894281,5718.5378,6.146684,2.928011,-2.837397,6463.3701,6.310007,3.51262,-3.255905,25880.105,16.28401,11.023714,-12.551054,26520.7402,15.950112,11.202335,-13.213224,119210.1933,7.773369,44.016387,-30.775609,131769.3594,7.588468,47.585298,-34.579463,25312.7417,12.512565,8.514587,-9.419182,18517.8885,13.66945,6.389623,-7.058031,6676.8119,6.215344,4.228442,-3.484523,7305.0841,6.373454,4.670555,-3.665927,30013.3956,17.972913,12.034406,-15.774023,25183.4506,17.626313,11.118653,-12.982766
1,250,163294.0273,9.785838,60.852786,-35.68578,138177.8691,8.099889,54.375966,-29.192176,24834.2723,13.320275,8.080058,-9.662038,22995.6418,12.515359,7.863455,-8.975619,6140.1195,6.577502,3.035939,-3.163107,6944.94,6.74719,3.676478,-3.669358,28002.9748,17.625048,11.349889,-14.15362,28766.3487,17.307175,11.570509,-14.940925,125799.5137,8.128649,45.583077,-26.716028,139461.9609,7.996106,49.408744,-29.751941,27476.8228,13.575691,8.840428,-10.650492,20074.6046,14.7748,6.621166,-7.955843,7173.1575,6.655136,4.374011,-3.977502,7801.3612,6.767892,4.788868,-4.14011,32639.8344,19.616993,12.410019,-18.168945,27272.2656,19.023336,11.424173,-14.814769
1,275,172770.6973,10.487337,64.584706,-37.5568,145319.1191,8.519526,58.331814,-30.795778,26345.3072,13.852034,8.542935,-10.284324,24342.7051,13.058131,8.34643,-9.542733,6439.2175,6.705388,3.182751,-3.342006,7292.4709,6.968054,3.884704,-3.865356,29680.3463,18.27126,11.891707,-15.062568,30454.5637,18.100198,12.209934,-15.897269,132566.1093,8.54976,48.523224,-28.054953,147405.5684,8.519184,52.447109,-31.738173,29168.2473,14.225285,9.383907,-11.382318,21287.0443,15.289523,6.983047,-8.360596,7527.3807,6.856984,4.58523,-4.242665,8165.1765,6.909162,5.009297,-4.325626,34684.0636,20.59674,12.97022,-20.197256,28957.8389,19.830552,11.926708,-15.798355
1,10,18044.8066,2.14161,3.163543,-3.504923,17712.4668,2.123431,3.209134,-3.138659,2720.469,2.614047,0.586531,-0.561936,2582.4047,2.53072,0.546161,-0.526272,777.2894,1.960234,0.221359,-0.243354,917.1877,2.022177,0.245093,-0.285185,3279.2098,3.456801,0.798703,-0.809776,3343.0751,3.380808,0.80941,-0.820864,15509.961,1.905267,2.792231,-2.883221,15360.9629,1.753959,2.715409,-3.151555,2835.7858,2.67451,0.618427,-0.605663,2021.9954,2.798628,0.45122,-0.459586,965.9886,1.894721,0.293084,-0.30653,1107.0173,1.984903,0.328984,-0.390207,3325.9385,3.624652,0.809098,-0.848282,2950.0434,3.757896,0.728742,-0.77316
1,20,31080.4102,2.871828,7.10085,-6.667087,28898.9434,2.75705,6.809325,-5.67347,4188.2329,3.205603,1.240198,-0.986164,4014.3032,3.12302,1.19692,-0.952861,1184.1343,2.36031,0.46902,-0.398508,1399.3529,2.445172,0.551325,-0.467924,4981.6533,4.103114,1.802214,-1.469496,5097.7489,4.022886,1.817029,-1.490674,25924.6738,2.461418,6.094071,-5.284275,26932.5312,2.270088,6.167327,-5.893183,4357.1582,3.274385,1.324447,-1.061176,3140.4619,3.478283,1.03344,-0.822566,1430.6727,2.227594,0.6711,-0.497752,1615.2869,2.323704,0.712574,-0.581752,5071.5276,4.277551,1.906222,-1.539295,4446.523,4.391808,1.746212,-1.392849
1,30,44099.0821,3.601031,11.554569,-9.821583,39852.6484,3.362067,10.848288,-8.159493,5779.8745,3.931406,1.961852,-1.452902,5519.0427,3.811083,1.842572,-1.362446,1621.4278,2.845526,0.772016,-0.56672,1891.9831,2.928169,0.884396,-0.647178,6871.3919,5.076778,2.931636,-2.171732,7009.7055,4.971659,2.94295,-2.211398,36635.6055,3.03793,9.869938,-7.72354,38664.502,2.797301,9.900624,-8.67623,5943.3097,3.992672,2.079387,-1.511484,4332.9234,4.302007,1.557351,-1.190349,1912.282,2.616598,1.005298,-0.696511,2155.2019,2.736361,1.184446,-0.765095,6933.4475,5.2797,3.100319,-2.284401,6063.8741,5.405915,2.857968,-2.032332
1,40,46775.6367,3.786324,16.710872,-10.628136,42305.3261,3.477008,15.468006,-8.913474,6521.3562,4.018031,2.733771,-1.68491,6185.3855,3.922224,2.580118,-1.600838,1854.9197,3.031319,1.045366,-0.673209,2143.6767,3.120458,1.234684,-0.780544,7734.0557,5.168668,4.116956,-2.543605,7858.8396,5.093824,4.134403,-2.592037,38919.7832,3.107097,14.038691,-8.446045,41251.5645,2.930119,14.558643,-9.455464,6619.2519,4.089106,2.888582,-1.7583,4901.1381,4.439495,2.156117,-1.398297,2164.4598,2.781817,1.406438,-0.84104,2443.2994,2.891341,1.630097,-0.921675,7809.2709,5.460515,4.373726,-2.740796,6835.5482,5.521255,4.04103,-2.430648
1,50,62430.7353,5.01046,18.396947,-13.94226,54559.5664,4.205008,17.078985,-11.551378,8118.082,4.79156,3.126506,-2.169007,7629.1675,4.708049,2.993232,-2.075151,2261.7801,3.4954,1.205967,-0.847734,2605.2422,3.632934,1.474075,-0.976139,9686.2693,6.290569,4.768008,-3.298024,9807.672,6.25651,4.860643,-3.454646,50730.4785,3.748877,15.471857,-11.090115,55693.7969,3.808621,16.155273,-12.52736,8164.6428,4.929379,3.379834,-2.286543,6101.3085,5.298399,2.468954,-1.789328,2612.4261,3.187384,1.725005,-1.03267,2937.9154,3.282283,1.889058,-1.105763,9667.3553,6.668973,5.190582,-3.550425,8484.7494,6.684963,4.733384,-3.053043
1,75,81664.7031,6.235633,29.137439,-18.506812,70466.1875,5.222689,26.508924,-15.117977,10548.0164,5.88045,4.436731,-3.003048,9881.072,5.711762,4.256163,-2.845703,2906.5774,4.195873,1.66358,-1.196912,3319.1906,4.314265,1.987534,-1.29106,12576.4097,7.730518,6.672466,-4.599934,12722.3121,7.654539,6.727397,-4.74439,66598.666,4.667801,24.314664,-14.716151,73076.8144,4.667774,25.650694,-16.591198,10563.8796,5.998134,4.735858,-3.10561,7914.1871,6.514477,3.445546,-2.436023,3321.0039,3.752442,2.313761,-1.36909,3708.5439,3.867533,2.59942,-1.456893,12615.6034,8.197489,7.240808,-4.963959,10969.4831,8.187809,6.612731,-4.304573
1,100,96902.9639,7.217677,36.308404,-21.906432,82545.1699,5.931078,32.812143,-17.617988,12672.199,7.066112,5.105849,-3.831257,11837.6784,6.815625,4.883512,-3.576979,3444.184,4.889488,1.904742,-1.39344,3934.8591,5.021375,2.2898,-1.594749,15089.5869,9.301668,7.638401,-5.823956,15350.3027,9.2332,7.750168,-5.998742,79271.6816,5.406213,30.470911,-17.63645,87285.3203,5.401129,32.318482,-19.613825,12579.4434,7.110547,5.45178,-3.885225,9428.2314,7.73981,3.914659,-3.052221,3931.4068,4.314959,2.6471,-1.678003,4343.8938,4.424058,2.969676,-1.814063,15198.3159,9.832547,8.535924,-6.291156,13078.4109,9.750209,7.777782,-5.395299
1,125,109740.5215,8.107089,39.86876,-24.792833,92943.4589,6.555724,36.068104,-20.079866,14968.26,8.127048,5.586905,-4.65594,13845.3995,7.767462,5.45833,-4.367781,3970.273,5.441004,2.186352,-1.643641,4509.0637,5.581553,2.628873,-1.932882,17722.8895,10.663274,8.604723,-7.181216,17943.6168,10.558288,8.73258,-7.465655,89958.3477,6.019027,33.735683,-19.93655,99137.3886,6.019944,35.980571,-22.427029,14644.45,8.079425,6.00456,-4.74537,11049.7393,8.802084,4.340638,-3.691295,4492.1259,4.755483,3.153879,-2.042459,4970.5112,4.883158,3.473078,-2.117487,17746.5819,11.244191,9.447849,-7.80708,15273.5044,11.111049,8.662799,-6.569348
1,150,122336.4824,9.193446,44.192673,-27.235969,102676.9726,7.119224,39.700412,-22.141164,16802.52,8.865257,6.098285,-5.610847,15509.3926,8.521678,6.081423,-5.359716,4384.0019,5.822402,2.378044,-1.966287,4973.0561,5.992176,2.940953,-2.326712,19872.2146,11.730996,9.416243,-8.646744,20116.4551,11.651828,9.660476,-9.06323,99601.0215,6.566073,37.178621,-22.053169,110921.4141,6.857251,40.316016,-24.694088,16419.1226,8.866013,6.70815,-5.712824,12366.1277,9.481664,4.7689,-4.515184,4968.9551,5.111991,3.505699,-2.471552,5460.3497,5.194446,3.821486,-2.538452,20004.6557,12.503007,10.373938,-9.494184,17144.7566,12.151945,9.487607,-7.855561
1,175,132819.6992,9.853445,46.389858,-29.459263,110769.5175,7.568055,42.106614,-23.813318,18974.2827,10.069457,6.41001,-6.474601,17413.3227,9.660948,6.501067,-6.030819,4852.0706,6.468682,2.506172,-2.210797,5490.464,6.673682,3.136125,-2.612208,22392.4943,13.273355,9.844276,-9.897396,22629.1525,13.303194,10.155743,-10.500843,108274.1699,6.999529,39.263834,-23.997546,120768.8535,7.340148,42.461709,-26.819463,18272.6286,9.99157,7.168454,-6.518369,13787.3462,10.661205,5.024968,-4.979536,5466.5545,5.622886,3.760797,-2.774152,5994.1507,5.678324,4.035413,-2.783704,22329.3237,14.207851,10.785301,-11.068941,19124.4745,13.692993,9.874255,-9.079945
1,200,142789.9112,10.645231,49.464093,-31.066881,118052.0957,8.033086,45.61343,-25.783093,21298.8467,10.812085,7.108911,-8.149127,19670.2483,10.434297,7.266438,-7.396085,5330.4111,6.842284,2.725334,-2.586728,6063.1184,7.073229,3.440285,-2.962618,25104.2934,14.28322,10.812614,-11.791007,25498.8918,14.335853,11.218155,-12.364416,115696.8457,7.407641,41.873975,-25.272718,129988.0469,7.849757,44.977867,-27.496199,20594.8691,10.799452,8.003428,-8.103553,15371.0038,11.420288,5.630229,-6.125129,6029.3148,5.93265,4.144283,-3.133603,6536.2854,5.949684,4.375598,-3.266366,25277.9974,15.410581,11.677978,-12.782672,21396.3611,14.702644,10.626145,-10.539981
1,225,151863.4287,10.827703,54.103726,-32.966121,125475.9336,8.439032,48.843388,-26.783952,23296.0203,12.019657,7.601322,-8.704149,21396.4079,11.348203,7.578838,-8.00291,5735.1503,7.37928,2.86365,-2.99151,6491.4874,7.55788,3.55485,-3.285104,27379.807,15.768683,11.329874,-13.066357,27718.1628,15.62708,11.58714,-13.72205,123029.3321,7.750131,44.573558,-26.831722,137882.9492,7.946795,47.710255,-29.497843,22375.4685,11.740351,8.290825,-8.645566,16728.1706,12.587134,6.017165,-6.570455,6459.2016,6.308369,4.293158,-3.450174,7006.6144,6.388255,4.603492,-3.614257,27541.5267,16.761564,11.92146,-14.394241,23315.9912,16.202483,10.969097,-11.837327
1,250,161570.0762,11.566188,57.425573,-35.162605,132808.6836,8.85842,52.363769,-28.054954,25123.6467,12.904342,7.914842,-9.562549,23041.8025,12.224951,7.974151,-8.865211,6107.2387,7.758262,2.964822,-3.086221,6915.2692,7.959727,3.699912,-3.614649,29419.5135,16.89046,11.770704,-14.49755,29813.3843,16.830763,12.061974,-15.303874,130009.1211,8.151879,47.59522,-27.902536,146089.5215,8.452052,50.834071,-30.972326,24311.635,12.700406,8.699052,-9.631612,18160.275,13.505206,6.261978,-7.220499,6914.6651,6.685553,4.477998,-3.834597,7470.1932,6.709144,4.791066,-3.938601,29950.5129,18.124777,12.43907,-16.494928,25268.3646,17.364479,11.405017,-13.410415
1,275,168314.9619,12.075648,63.155513,-35.376245,138538.5293,9.202604,56.800856,-28.714139,27738.4455,13.794349,8.519221,-10.727331,25302.1353,13.024259,8.421454,-10.048275,6617.1777,8.149222,3.126492,-3.328293,7475.0289,8.349567,3.878778,-3.976424,32308.895,18.01448,12.393936,-15.741659,32708.5521,17.922206,12.767176,-16.86605,135943.6172,8.504423,51.687846,-28.718097,152610.6914,8.85287,55.613647,-31.643107,26601.9946,13.434246,9.231749,-10.924483,19903.3284,14.285876,6.774628,-8.025271,7459.0841,7.006503,4.657362,-4.198749,8065.5099,7.04083,4.954703,-4.180014,32842.3114,19.287627,12.887403,-18.94701,27679.8739,18.475453,11.757475,-15.236682
1,10,20443.3242,2.394794,2.374346,-3.777213,19389.5898,2.171069,2.249946,-3.47699,3023.1023,2.89657,0.336753,-0.628469,2841.1434,2.83742,0.311843,-0.584064,837.6495,2.031649,0.155845,-0.262491,971.3173,2.103386,0.175296,-0.304143,3581.5307,3.733729,0.479492,-0.885337,3595.2929,3.699532,0.478199,-0.906333,17118.7441,1.952198,2.057995,-3.268058,18097.2246,1.956595,2.152452,-3.456153,3139.5206,3.003349,0.382677,-0.662075,2285.4968,3.092457,0.371595,-0.520085,1049.4368,1.96027,0.194171,-0.366124,1201.1131,2.030082,0.245504,-0.431036,3584.6432,3.962912,0.493571,-0.951014,3233.9943,4.034664,0.443652,-0.850983
1,20,33791.4629,3.185441,8.005829,-7.041171,31245.2031,2.832884,7.656975,-6.13167,4770.1751,3.686281,1.398951,-1.088621,4483.74,3.584222,1.319731,-1.049681,1330.4825,2.55276,0.539068,-0.436474,1522.9045,2.617805,0.635532,-0.515843,5613.7853,4.674816,2.033739,-1.615002,5627.1243,4.599707,2.054389,-1.681227,28313.209,2.553986,6.903504,-5.687209,30156.6836,2.538746,7.279893,-6.30997,4925.5664,3.774846,1.515328,-1.169908,3646.0601,3.982382,1.139321,-0.929777,1603.7423,2.386226,0.742458,-0.596659,1829.1936,2.484029,0.813099,-0.601356,5657.848,4.892573,2.154658,-1.753882,5062.2104,4.991569,1.977951,-1.560292
1,30,45011.1679,3.942991,12.745621,-9.76968,40789.9004,3.428921,12.077409,-8.308414,6540.8601,4.369447,2.260053,-1.576656,6181.6269,4.254178,2.16051,-1.487405,1793.2299,2.96794,0.867443,-0.60794,2056.0302,3.046536,1.045541,-0.702759,7698.5422,5.570537,3.396998,-2.317128,7787.0017,5.534865,3.422232,-2.403965,37454.7637,3.077893,11.001709,-7.939234,40467.459,3.079309,11.484344,-8.776635,6751.2392,4.474912,2.466799,-1.664174,4969.2314,4.707285,1.823051,-1.324064,2136.4669,2.739113,1.226669,-0.755837,2400.3636,2.830707,1.378041,-0.832064,7815.0146,5.862727,3.626995,-2.522667,6884.2591,5.902702,3.332251,-2.219349
1,40,55632.3067,4.95488,14.260968,-12.163948,49648.9961,4.118076,13.62371,-10.178254,8303.2334,5.28756,2.554805,-2.069163,7842.3194,5.174929,2.447796,-1.966011,2223.9428,3.351815,1.026999,-0.775566,2547.602,3.466934,1.205965,-0.897769,9803.8652,6.992865,3.913318,-3.193412,9890.05,6.900391,3.953468,-3.217247,46061.3477,3.670637,12.465841,-9.737776,50239.0137,3.747013,13.043541,-10.948213,8531.8523,5.436925,2.797938,-2.187545,6295.1747,5.736403,2.069646,-1.717998,2616.9794,3.071934,1.408209,-0.970586,2946.4603,3.194088,1.559006,-1.042455,9965.2527,7.440194,4.171404,-3.386053,8724.9287,7.48389,3.812939,-2.962795
1,50,63178.7256,5.274266,21.01847,-14.148819,56118.5567,4.429745,19.816471,-11.909838,9228.7178,5.406693,3.695519,-2.461753,8640.5664,5.228283,3.544749,-2.347256,2481.996,3.556027,1.411443,-0.928472,2825.7924,3.655097,1.672008,-1.108747,10908.7807,7.016603,5.57436,-3.741688,10980.098,6.913914,5.633937,-3.894454,52537.0996,4.008498,18.276593,-11.243084,57012.0703,4.005998,19.042625,-12.707557,9392.4472,5.477745,4.022445,-2.598549,7015.7987,5.882701,2.963006,-2.032475,2891.8859,3.23787,1.98575,-1.170681,3244.9199,3.35051,2.215319,-1.308118,11065.6059,7.344895,6.050538,-4.096677,9699.801,7.396593,5.557516,-3.609479
1,75,81660.7881,6.537357,29.031241,-18.373762,70820.8164,5.299637,26.972378,-15.140651,11684.3301,6.665315,4.805693,-3.351163,10964.3845,6.45532,4.666912,-3.137306,3121.4996,4.289445,1.806621,-1.215458,3556.7103,4.414589,2.171588,-1.401411,13829.9173,8.665141,7.195989,-5.083815,14003.6651,8.616456,7.295948,-5.285965,67150.2637,4.829925,25.07224,-14.613835,73798.0215,4.913225,26.355708,-16.546228,11853.9126,6.740946,5.246787,-3.456949,8830.7552,7.208306,3.822932,-2.742932,3616.4717,3.849742,2.574775,-1.497469,4003.0682,3.940931,2.837209,-1.593277,14128.8188,9.188651,7.878606,-5.567693,12229.39,9.069341,7.210779,-4.789108
1,100,97856.4511,7.59977,35.099709,-22.030546,83659.3379,6.080138,32.511517,-18.014044,13733.7515,7.688938,5.246727,-4.118908,12848.3379,7.424169,5.120559,-3.867023,3611.1849,4.84258,2.021092,-1.493215,4125.6093,5.028179,2.466232,-1.712716,16248.2218,10.045237,7.995077,-6.333653,16488.0937,10.04617,8.19001,-6.575075,80028.7402,5.56413,30.235591,-17.763243,88502.4179,5.703407,32.084302,-19.864239,13858.351,7.776921,5.72865,-4.237124,10320.1595,8.279304,4.099112,-3.337662,4180.8407,4.341185,2.978476,-1.835438,4589.4502,4.415413,3.170284,-1.918685,16646.1137,10.695349,9.064538,-7.044223,14318.0117,10.474455,8.316836,-5.951758
1,125,111080.3711,8.361269,41.865055,-25.088294,94132.6464,6.638943,38.31625,-20.177537,15735.092,8.724981,6.141383,-4.963502,14642.2782,8.354727,5.942658,-4.663888,4086.4707,5.411333,2.337589,-1.736721,4649.6131,5.568024,2.789801,-2.055232,18580.4769,11.422336,9.255927,-7.620267,18869.3797,11.368185,9.34094,-8.055189,90477.9746,6.086007,35.855808,-19.871576,100355.1699,6.238895,38.276551,-22.54172,15757.7822,8.71735,6.648959,-5.123291,11760.9133,9.320433,4.90606,-3.973276,4710.4,4.78933,3.316038,-2.185687,5150.1194,4.87062,3.650926,-2.237995,19120.2793,12.146553,10.355442,-8.543149,16364.5164,11.895468,9.549933,-7.102351
1,150,122961.5458,9.055005,44.860385,-27.590228,103862.9394,7.190765,40.805491,-22.431712,17765.9466,9.973255,6.242148,-5.856324,16348.9558,9.411912,6.12445,-5.509715,4533.5148,6.01893,2.509624,-1.978259,5118.1621,6.154128,3.006759,-2.362876,20856.27,13.012835,9.634882,-8.96251,21046.7367,12.853784,9.773515,-9.422368,100103.0703,6.601655,38.142101,-22.090173,111076.4903,6.738074,41.155468,-24.714157,17534.3511,9.805327,6.763873,-6.001432,13210.3047,10.596929,4.897773,-4.628069,5178.4506,5.2508,3.656966,-2.531879,5689.1207,5.382074,3.991172,-2.545081,21335.8968,13.697018,10.852314,-10.114721,18311.8531,13.444671,10.056811,-8.511002
1,175,134335.6602,9.930837,45.997517,-29.957324,112102.3437,7.607817,42.140285,-24.178127,19751.6645,11.005703,6.559761,-6.784126,18163.4397,10.451444,6.668656,-6.285146,4967.3808,6.559937,2.610155,-2.211512,5606.9088,6.705015,3.230435,-2.595714,23153.4325,14.384325,10.038688,-10.146609,23399.0468,14.296787,10.26007,-10.669612,108610.5528,7.029277,38.89185,-24.671407,121263.1172,7.372064,42.005403,-26.775677,19447.885,10.882174,7.381453,-6.906937,14593.6809,11.619788,5.220317,-5.29943,5675.7299,5.712815,3.944736,-2.703684,6192.3487,5.796536,4.203468,-2.781396,23748.5205,15.293061,11.033093,-11.377273,20278.1239,14.80505,10.218323,-9.34633
1,200,144813.5088,10.651616,50.02397,-32.06153,120200.3262,8.101473,45.873805,-25.721456,21519.4784,11.753438,7.082183,-7.760485,19806.2844,11.188352,7.182184,-7.285348,5324.9527,6.906495,2.773277,-2.622824,6030.3415,7.11752,3.440545,-2.84576,25217.1569,15.370371,10.728306,-11.43516,25532.7697,15.303948,10.998454,-11.970976,116420.5078,7.477046,42.147587,-25.29191,130653.7188,7.856613,45.395753,-28.503063,21169.4392,11.622041,7.936164,-7.970904,15809.2377,12.335559,5.645441,-6.002629,6100.7589,6.029019,4.242111,-3.006068,6603.9414,6.076967,4.489272,-3.127395,26006.6861,16.462307,11.750245,-12.78201,22047.964,15.787514,10.848645,-10.545825
1,225,154303.6357,11.055309,54.786096,-34.406514,127603.58,8.471285,50.094263,-27.262654,23346.524,12.839364,7.465253,-8.392036,21381.3641,12.087184,7.511041,-7.800565,5691.599,7.420483,2.84114,-2.701174,6425.1182,7.586187,3.523301,-3.179275,27269.9641,16.743587,11.078397,-12.687645,27597.5126,16.596762,11.439397,-13.395071,124035.539,7.845609,45.316939,-27.208544,139152.834,8.187422,48.532976,-30.709833,22790.4885,12.531461,8.481061,-8.505706,17037.9349,13.368134,5.955096,-6.748695,6505.2073,6.435667,4.314051,-3.390095,7028.2789,6.480125,4.590661,-3.421991,28082.6143,17.800739,11.867722,-14.711935,23783.5347,17.156151,10.967984,-11.974797
1,250,162940.1739,11.613052,58.982007,-35.407845,134114.4394,8.841532,53.602795,-28.419098,25380.7498,13.657728,7.912517,-9.423932,23223.8412,12.890912,7.909114,-8.72671,6078.676,7.80527,2.967152,-3.394571,6869.2467,8.003427,3.68582,-3.489646,29569.9851,17.782027,11.605516,-14.128946,29934.1792,17.68933,11.915299,-14.984411,130640.1835,8.177402,48.283228,-28.242146,147092.6133,8.578817,51.906203,-31.663779,24682.4725,13.352816,8.717074,-9.676609,18409.5914,14.152218,6.31925,-7.121907,6937.3069,6.742817,4.513656,-3.709508,7470.4064,6.773513,4.787402,-3.78315,30479.1158,19.068878,12.267278,-16.364694,25723.9966,18.18857,11.293738,-13.291257
1,275,171343.0908,12.271075,63.73563,-36.740226,140613.0546,9.258342,57.490788,-29.383683,27362.22,14.280687,8.382565,-10.416614,24920.6076,13.431157,8.288034,-9.739061,6466.0902,8.159966,3.081416,-3.288118,7300.4348,8.380964,3.820661,-3.833535,31785.2713,18.552758,12.122018,-15.46722,32188.6241,18.507077,12.496154,-16.41201,137365.627,8.605025,52.121671,-29.019641,154634.9199,9.005049,56.215014,-32.622298,26415.7251,13.890844,9.115744,-10.560385,19738.1666,14.720669,6.693602,-7.777229,7367.5916,7.043721,4.628206,-4.077387,7924.6629,7.065158,4.891137,-4.101617,32754.3697,19.912308,12.589756,-18.394933,27599.7341,19.021003,11.518957,-14.829263
